,pH
116,0.7108433734939762
117,0.6867469879518076
118,0.493975903614458
119,0.6506024096385542
120,0.6024096385542168
121,0.493975903614458
122,0.8313253012048196
123,0.7710843373493976
124,0.7108433734939762
125,0.4337349397590365
126,0.8795180722891566
127,0.8915662650602412
128,0.746987951807229
129,0.746987951807229
130,0.5301204819277112
131,1.0
132,1.0
133,0.7228915662650602
134,0.5060240963855426
135,0.4698795180722893
136,0.5180722891566266
137,0.819277108433735
138,0.6385542168674702
139,0.6265060240963856
140,0.4698795180722893
141,0.5180722891566266
143,0.6506024096385542
145,0.4457831325301206
146,0.8915662650602412
147,0.3734939759036145
148,0.746987951807229
149,0.8795180722891566
150,0.6385542168674702
152,0.6626506024096388
153,0.6626506024096388
154,0.746987951807229
155,0.746987951807229
156,0.746987951807229
157,0.746987951807229
158,0.819277108433735
159,0.9518072289156626
160,0.4819277108433739
161,0.4457831325301206
162,0.6385542168674702
163,0.6867469879518076
164,0.6867469879518076
165,0.4698795180722893
166,0.6506024096385542
167,0.6867469879518076
168,0.807228915662651
169,0.24096385542168694
170,0.6746987951807228
171,0.5903614457831328
172,0.5903614457831328
173,0.746987951807229
174,0.6385542168674702
175,0.6626506024096388
176,0.6385542168674702
177,0.9397590361445786
178,0.819277108433735
179,0.4698795180722893
180,0.4698795180722893
181,0.3855421686746991
182,0.7710843373493976
183,0.8915662650602412
184,0.8674698795180724
185,0.5542168674698794
186,0.6506024096385542
187,0.7108433734939762
188,0.4819277108433739
189,0.4819277108433739
190,0.5180722891566266
191,0.927710843373494
192,0.5783132530120482
193,0.5783132530120482
194,0.5783132530120482
195,0.5421686746987954
196,0.7951807228915664
197,0.3734939759036145
198,0.927710843373494
199,0.8554216867469878
200,0.5060240963855426
201,0.2891566265060243
202,0.6746987951807228
203,0.6506024096385542
204,0.6506024096385542
205,0.4819277108433739
206,0.4819277108433739
207,0.5903614457831328
208,0.5060240963855426
209,0.6144578313253014
210,0.6024096385542168
211,0.6626506024096388
212,0.493975903614458
213,0.6024096385542168
214,0.5301204819277112
215,0.6506024096385542
216,0.4096385542168678
217,0.6746987951807228
218,0.7108433734939762
219,0.6024096385542168
220,0.6506024096385542
221,0.4216867469879519
222,0.746987951807229
223,0.5783132530120482
224,0.6144578313253014
225,0.6867469879518076
226,0.2891566265060243
227,0.7108433734939762
228,0.6867469879518076
229,0.7951807228915664
230,0.8915662650602412
231,0.6867469879518076
232,0.6506024096385542
233,0.7951807228915664
234,0.6265060240963856
235,0.6867469879518076
236,0.6867469879518076
237,0.6867469879518076
238,0.6867469879518076
239,0.6265060240963856
240,0.24096385542168694
241,0.4096385542168678
242,0.3373493975903617
243,0.3253012048192771
244,0.3253012048192771
245,0.9759036144578314
246,0.6987951807228916
247,0.4819277108433739
248,0.6626506024096388
249,0.9759036144578314
250,0.5060240963855426
251,0.807228915662651
252,0.4457831325301206
253,0.5180722891566266
254,0.807228915662651
255,0.5542168674698794
256,0.5060240963855426
257,0.8313253012048196
258,0.313253012048193
259,0.6746987951807228
260,0.5903614457831328
261,0.6626506024096388
262,0.6506024096385542
263,0.5783132530120482
264,0.3373493975903617
265,0.4819277108433739
266,0.9638554216867472
267,0.6626506024096388
269,0.5783132530120482
270,0.6746987951807228
271,0.5783132530120482
272,0.5060240963855426
273,0.6144578313253014
274,0.6987951807228916
275,0.6746987951807228
277,0.5783132530120482
278,0.5180722891566266
279,0.6987951807228916
280,0.3855421686746991
281,0.5421686746987954
282,0.6746987951807228
283,0.6987951807228916
284,0.6144578313253014
285,0.6144578313253014
286,0.3614457831325304
287,0.6867469879518076
288,0.6506024096385542
289,0.4819277108433739
290,0.6506024096385542
291,0.6024096385542168
292,0.5060240963855426
293,0.734939759036145
294,0.3012048192771084
295,0.3012048192771084
296,0.4337349397590365
300,0.6987951807228916
301,0.5060240963855426
302,0.8554216867469878
303,0.7108433734939762
304,0.4819277108433739
305,0.3855421686746991
306,0.6746987951807228
307,0.4698795180722893
308,0.4698795180722893
309,0.734939759036145
310,0.3855421686746991
311,0.566265060240964
312,0.6265060240963856
313,0.6024096385542168
314,0.7108433734939762
315,0.746987951807229
316,0.6024096385542168
317,0.6024096385542168
318,0.6867469879518076
319,0.6024096385542168
320,0.6867469879518076
321,0.5301204819277112
322,0.5903614457831328
323,0.5783132530120482
324,0.4337349397590365
325,0.4337349397590365
326,0.3012048192771084
327,0.5783132530120482
328,0.4337349397590365
329,0.4578313253012052
330,0.5180722891566266
331,0.5180722891566266
332,0.5060240963855426
333,0.3975903614457832
334,0.6506024096385542
335,0.4457831325301206
336,0.6626506024096388
337,0.6144578313253014
338,0.4337349397590365
339,0.3734939759036145
340,0.3855421686746991
341,0.493975903614458
342,0.6024096385542168
343,0.6024096385542168
344,0.3855421686746991
345,0.9638554216867472
346,0.9397590361445786
347,0.2650602409638556
348,0.3734939759036145
349,0.6746987951807228
350,0.5783132530120482
351,0.6626506024096388
352,0.566265060240964
353,0.4578313253012052
354,0.5421686746987954
355,0.9036144578313252
356,0.5542168674698794
357,0.5301204819277112
358,0.4216867469879519
359,0.4457831325301206
360,0.4698795180722893
361,0.6867469879518076
362,0.3012048192771084
363,0.22891566265060287
364,0.3253012048192771
365,0.5542168674698794
366,0.3253012048192771
367,0.4337349397590365
368,0.4578313253012052
369,0.4819277108433739
370,0.927710843373494
371,0.6265060240963856
372,0.6265060240963856
373,0.3012048192771084
374,0.253012048192771
375,0.253012048192771
376,0.5542168674698794
377,0.4819277108433739
378,0.3734939759036145
379,0.6144578313253014
380,0.493975903614458
381,0.313253012048193
382,0.493975903614458
383,0.493975903614458
384,0.746987951807229
385,0.7590361445783136
386,0.734939759036145
387,0.6144578313253014
388,0.7590361445783136
389,0.4698795180722893
390,0.9156626506024098
391,0.313253012048193
392,0.4578313253012052
393,0.4337349397590365
394,0.2771084337349397
395,0.5060240963855426
396,0.807228915662651
397,0.4578313253012052
398,0.4578313253012052
399,0.3614457831325304
400,0.807228915662651
401,0.5903614457831328
402,0.3614457831325304
403,0.4216867469879519
404,0.5542168674698794
405,0.6746987951807228
406,0.5301204819277112
407,0.4578313253012052
408,0.4698795180722893
409,0.3012048192771084
410,0.6987951807228916
411,0.6987951807228916
412,0.566265060240964
413,0.566265060240964
414,0.5542168674698794
415,0.6265060240963856
416,0.5542168674698794
417,0.7710843373493976
418,0.5301204819277112
419,0.987951807228916
420,0.5783132530120482
421,0.8674698795180724
422,0.6746987951807228
423,0.4216867469879519
424,0.6746987951807228
425,0.8674698795180724
426,0.8313253012048196
427,0.5542168674698794
428,0.5301204819277112
429,0.3614457831325304
430,0.4216867469879519
431,0.5421686746987954
432,0.24096385542168694
433,0.4337349397590365
434,0.4216867469879519
435,0.4337349397590365
436,0.5542168674698794
437,0.4457831325301206
438,0.4216867469879519
439,0.3373493975903617
440,0.09638554216867477
441,0.313253012048193
442,0.18072289156626548
443,0.5180722891566266
444,0.927710843373494
445,0.5180722891566266
446,0.3614457831325304
447,0.5060240963855426
448,0.4819277108433739
449,0.3614457831325304
450,0.3614457831325304
451,0.313253012048193
452,0.7710843373493976
453,0.5542168674698794
454,0.8433734939759038
455,0.5060240963855426
456,0.6867469879518076
457,0.5783132530120482
458,0.5542168674698794
459,0.5421686746987954
460,0.6626506024096388
461,0.5542168674698794
462,0.4578313253012052
463,0.3373493975903617
464,0.21686746987951824
465,0.819277108433735
466,0.4337349397590365
467,0.6265060240963856
468,0.4457831325301206
469,0.4819277108433739
470,0.3012048192771084
471,0.4819277108433739
472,0.4216867469879519
473,0.5542168674698794
474,0.4819277108433739
475,0.4096385542168678
476,0.5783132530120482
477,0.4578313253012052
478,0.4096385542168678
479,0.4698795180722893
480,0.3855421686746991
481,0.4216867469879519
482,0.2891566265060243
483,0.2891566265060243
484,0.313253012048193
485,0.4457831325301206
486,0.4457831325301206
487,0.4457831325301206
488,0.6265060240963856
489,0.6506024096385542
490,0.6144578313253014
491,0.6506024096385542
492,0.6265060240963856
493,0.819277108433735
494,0.7710843373493976
495,0.4216867469879519
496,0.7590361445783136
497,0.6265060240963856
498,0.4216867469879519
499,0.819277108433735
500,0.7590361445783136
501,0.4457831325301206
502,0.4457831325301206
503,0.4578313253012052
504,0.493975903614458
505,0.4337349397590365
506,0.5421686746987954
507,0.4457831325301206
508,0.4578313253012052
509,0.2891566265060243
510,0.2650602409638556
511,0.4578313253012052
512,0.2771084337349397
513,0.3493975903614458
514,0.3493975903614458
515,0.6144578313253014
516,0.5421686746987954
517,0.4337349397590365
518,0.5060240963855426
519,0.6746987951807228
520,0.746987951807229
521,0.819277108433735
522,0.6987951807228916
523,0.5060240963855426
524,0.5180722891566266
525,0.5301204819277112
526,0.6746987951807228
527,0.7108433734939762
528,0.6506024096385542
529,0.3493975903614458
530,0.734939759036145
531,0.4337349397590365
532,0.4337349397590365
533,0.5060240963855426
534,0.5783132530120482
535,0.734939759036145
536,0.3493975903614458
537,0.6867469879518076
538,0.4819277108433739
539,0.5060240963855426
540,0.5542168674698794
541,0.493975903614458
542,0.3855421686746991
543,0.313253012048193
544,0.07228915662650608
545,0.3373493975903617
546,0.7831325301204823
547,0.5542168674698794
548,0.3855421686746991
549,0.566265060240964
550,0.6385542168674702
551,0.4698795180722893
552,0.3855421686746991
554,0.14457831325301215
555,0.14457831325301215
556,0.3253012048192771
557,0.14457831325301215
558,0.3253012048192771
559,0.6024096385542168
560,0.4096385542168678
561,0.5180722891566266
562,0.3373493975903617
563,0.6144578313253014
564,0.6024096385542168
565,0.4096385542168678
566,0.6265060240963856
567,0.6265060240963856
568,0.6144578313253014
569,0.927710843373494
570,0.6265060240963856
571,0.927710843373494
572,0.4096385542168678
573,0.6024096385542168
574,0.4698795180722893
575,0.4819277108433739
576,0.6506024096385542
577,0.6024096385542168
578,0.5903614457831328
579,0.4096385542168678
580,0.4698795180722893
581,0.4698795180722893
582,0.4698795180722893
583,0.21686746987951824
584,0.6024096385542168
585,0.807228915662651
586,0.3855421686746991
587,0.5542168674698794
589,0.3012048192771084
590,0.6626506024096388
591,0.3855421686746991
592,0.6626506024096388
593,0.5903614457831328
594,0.7228915662650602
595,0.566265060240964
596,0.2891566265060243
597,0.3493975903614458
598,0.4819277108433739
599,0.24096385542168694
600,0.5542168674698794
601,0.3614457831325304
602,0.6024096385542168
603,0.3614457831325304
604,0.4457831325301206
605,0.6144578313253014
606,0.6506024096385542
607,0.6144578313253014
608,0.6265060240963856
609,0.9156626506024098
610,0.7108433734939762
611,0.21686746987951824
612,0.6265060240963856
613,0.5542168674698794
614,0.0843373493975907
615,0.8433734939759038
616,0.8433734939759038
617,0.2771084337349397
618,0.3975903614457832
619,0.3493975903614458
620,0.566265060240964
621,0.5783132530120482
622,0.3975903614457832
623,0.8313253012048196
624,0.7951807228915664
625,0.7951807228915664
626,0.6746987951807228
627,0.6746987951807228
628,0.566265060240964
629,0.493975903614458
630,0.566265060240964
631,0.5421686746987954
632,0.6265060240963856
633,0.7590361445783136
634,0.566265060240964
635,0.566265060240964
636,0.5301204819277112
637,0.5301204819277112
638,0.6626506024096388
639,0.4578313253012052
640,0.7108433734939762
641,0.7951807228915664
642,0.7108433734939762
643,0.7951807228915664
644,0.7108433734939762
645,0.6867469879518076
646,0.7228915662650602
647,0.6265060240963856
648,0.6385542168674702
649,0.4337349397590365
650,0.10843373493975939
651,0.734939759036145
652,0.21686746987951824
653,0.3855421686746991
654,0.3373493975903617
655,0.4096385542168678
656,0.10843373493975939
657,0.14457831325301215
658,0.6265060240963856
659,0.734939759036145
660,0.6265060240963856
661,0.6144578313253014
662,0.6746987951807228
663,0.2891566265060243
664,0.2771084337349397
665,0.4096385542168678
666,0.4578313253012052
667,0.16867469879518085
668,0.4216867469879519
669,0.16867469879518085
670,0.5542168674698794
671,0.4819277108433739
672,0.4216867469879519
673,0.4819277108433739
674,0.3373493975903617
675,0.5542168674698794
676,0.3373493975903617
677,0.7228915662650602
678,0.819277108433735
679,0.3975903614457832
680,0.313253012048193
681,0.493975903614458
682,0.6385542168674702
683,0.6867469879518076
684,0.5421686746987954
685,0.6867469879518076
686,0.7710843373493976
687,0.5783132530120482
688,0.7228915662650602
689,0.6024096385542168
690,1.0
691,0.819277108433735
692,0.2771084337349397
693,0.6265060240963856
694,0.6144578313253014
696,0.807228915662651
697,0.807228915662651
698,0.6144578313253014
699,0.3734939759036145
700,0.3373493975903617
701,0.807228915662651
702,0.807228915662651
703,0.6265060240963856
704,0.5903614457831328
705,0.6867469879518076
706,0.7228915662650602
707,0.6867469879518076
708,0.6506024096385542
709,0.566265060240964
710,0.313253012048193
711,0.6987951807228916
712,0.6746987951807228
713,0.6506024096385542
714,0.5783132530120482
715,0.5903614457831328
716,0.6506024096385542
717,0.493975903614458
718,0.5060240963855426
719,0.7951807228915664
720,0.5060240963855426
721,0.3614457831325304
722,0.493975903614458
723,0.16867469879518085
724,0.8915662650602412
725,0.5903614457831328
726,0.7590361445783136
727,0.7951807228915664
728,0.7951807228915664
729,0.9759036144578314
730,0.4457831325301206
731,0.7710843373493976
732,0.7108433734939762
733,0.9036144578313252
734,0.819277108433735
735,0.5542168674698794
736,0.5542168674698794
737,0.8433734939759038
738,0.3614457831325304
739,0.6626506024096388
740,0.7831325301204823
741,0.493975903614458
742,0.7951807228915664
743,0.3975903614457832
744,0.3975903614457832
745,0.8674698795180724
746,0.6024096385542168
747,0.6024096385542168
748,0.8674698795180724
749,0.8674698795180724
750,0.5903614457831328
751,0.5903614457831328
752,0.7108433734939762
753,0.5903614457831328
754,0.3493975903614458
755,0.8554216867469878
756,0.9638554216867472
757,0.5421686746987954
758,0.5421686746987954
759,0.4698795180722893
760,0.5180722891566266
761,0.5421686746987954
762,0.6144578313253014
763,0.5421686746987954
764,0.6144578313253014
765,0.6144578313253014
766,0.4096385542168678
767,0.7831325301204823
768,0.9036144578313252
769,0.7108433734939762
770,0.9036144578313252
771,0.5783132530120482
772,0.566265060240964
773,0.6024096385542168
774,0.6144578313253014
775,0.7590361445783136
776,0.7228915662650602
777,0.7228915662650602
778,0.6746987951807228
779,0.8433734939759038
780,0.6144578313253014
782,0.6746987951807228
784,0.9036144578313252
785,0.493975903614458
786,0.493975903614458
787,0.4578313253012052
788,0.4578313253012052
789,0.3493975903614458
790,0.6385542168674702
791,0.5180722891566266
792,0.819277108433735
793,0.6987951807228916
794,0.4457831325301206
795,0.22891566265060287
796,0.3614457831325304
797,0.5301204819277112
798,0.5903614457831328
799,0.5903614457831328
800,0.5421686746987954
801,0.5180722891566266
802,0.9156626506024098
803,0.5301204819277112
804,0.5542168674698794
805,0.6385542168674702
806,0.566265060240964
807,0.6385542168674702
808,0.5542168674698794
809,0.5060240963855426
810,0.6024096385542168
811,0.3493975903614458
812,0.5301204819277112
813,0.7710843373493976
814,0.493975903614458
815,0.5301204819277112
816,0.5180722891566266
817,0.5783132530120482
818,0.5903614457831328
819,0.5783132530120482
820,0.6506024096385542
822,0.9759036144578314
823,0.9759036144578314
824,0.5301204819277112
825,0.6746987951807228
826,0.7228915662650602
827,0.6746987951807228
828,0.7951807228915664
829,0.9156626506024098
830,0.6987951807228916
831,0.9156626506024098
832,0.6987951807228916
833,0.6987951807228916
834,0.6265060240963856
835,0.7108433734939762
836,0.5542168674698794
837,0.5542168674698794
838,0.5301204819277112
839,0.7951807228915664
840,0.5301204819277112
841,0.7831325301204823
842,0.5180722891566266
843,0.5783132530120482
844,0.4578313253012052
845,0.9518072289156626
846,0.9518072289156626
847,0.8433734939759038
848,0.9518072289156626
849,0.9397590361445786
850,0.5783132530120482
851,0.5783132530120482
852,0.5060240963855426
853,0.807228915662651
854,0.807228915662651
855,0.8554216867469878
856,0.807228915662651
857,0.7228915662650602
858,0.4216867469879519
859,0.7228915662650602
860,0.8554216867469878
862,0.5301204819277112
863,0.8554216867469878
864,0.8554216867469878
865,0.8554216867469878
866,0.734939759036145
867,0.7228915662650602
868,0.7228915662650602
869,0.7710843373493976
870,0.734939759036145
871,0.8795180722891566
872,0.7590361445783136
873,0.5180722891566266
874,0.3855421686746991
875,0.6144578313253014
876,0.7228915662650602
877,0.734939759036145
878,0.5060240963855426
879,0.8795180722891566
880,0.4216867469879519
881,0.819277108433735
882,0.5060240963855426
883,0.8795180722891566
884,0.5060240963855426
885,0.6506024096385542
886,0.6385542168674702
887,0.4216867469879519
888,0.7590361445783136
889,0.5060240963855426
890,0.7710843373493976
891,0.8795180722891566
892,0.5060240963855426
893,0.8795180722891566
894,0.8795180722891566
895,0.746987951807229
896,0.6144578313253014
897,0.746987951807229
898,0.6144578313253014
899,0.819277108433735
900,0.7228915662650602
901,0.9397590361445786
902,0.9397590361445786
903,0.734939759036145
904,0.734939759036145
905,0.5180722891566266
906,0.7108433734939762
907,0.9518072289156626
908,0.7590361445783136
909,0.5903614457831328
910,0.5180722891566266
911,0.4578313253012052
912,0.6385542168674702
913,0.566265060240964
914,0.5903614457831328
915,0.566265060240964
916,0.987951807228916
917,0.6987951807228916
918,0.6024096385542168
919,0.6987951807228916
920,0.5301204819277112
921,0.6024096385542168
922,0.6987951807228916
923,0.6987951807228916
924,0.4578313253012052
925,0.807228915662651
926,0.807228915662651
927,0.4819277108433739
928,0.4578313253012052
929,0.6024096385542168
931,0.819277108433735
932,0.7831325301204823
933,0.819277108433735
935,0.7108433734939762
936,0.7108433734939762
937,0.3253012048192771
938,0.6506024096385542
939,0.9759036144578314
940,0.6746987951807228
941,0.4698795180722893
942,0.5060240963855426
943,0.5301204819277112
944,0.566265060240964
945,0.4096385542168678
946,0.5903614457831328
947,0.5542168674698794
948,0.734939759036145
949,0.734939759036145
950,0.734939759036145
951,0.5542168674698794
952,0.6144578313253014
953,0.4819277108433739
954,0.7710843373493976
955,0.6746987951807228
956,0.6144578313253014
957,0.5903614457831328
958,0.807228915662651
959,0.6746987951807228
960,0.4337349397590365
961,0.566265060240964
962,0.6987951807228916
963,0.4216867469879519
964,0.4337349397590365
965,0.6506024096385542
966,0.3975903614457832
967,0.3975903614457832
968,0.4819277108433739
969,0.7951807228915664
970,0.6385542168674702
971,0.6385542168674702
972,0.5060240963855426
973,0.8674698795180724
974,0.6024096385542168
975,0.7710843373493976
976,0.7710843373493976
977,0.4216867469879519
978,0.5783132530120482
979,0.3975903614457832
980,0.6265060240963856
981,0.5421686746987954
982,0.6506024096385542
983,0.6265060240963856
984,0.3975903614457832
985,0.7831325301204823
986,0.4698795180722893
987,0.7710843373493976
988,0.4337349397590365
989,0.4096385542168678
990,0.4337349397590365
991,0.7831325301204823
992,0.6746987951807228
993,0.7831325301204823
994,0.4216867469879519
995,0.7108433734939762
998,0.3855421686746991
999,0.807228915662651
1000,0.7710843373493976
1001,0.5542168674698794
1002,0.5542168674698794
1003,0.6746987951807228
1004,0.5421686746987954
1005,0.6746987951807228
1006,0.5542168674698794
1007,0.5542168674698794
1008,0.5180722891566266
1009,0.4578313253012052
1010,0.5421686746987954
1011,0.4457831325301206
1012,0.5180722891566266
1013,0.6987951807228916
1014,0.5060240963855426
1015,0.313253012048193
1016,0.566265060240964
1017,0.10843373493975939
1018,0.10843373493975939
1019,0.8795180722891566
1020,0.4819277108433739
1021,0.4819277108433739
1022,0.6626506024096388
1023,0.566265060240964
1024,0.6265060240963856
1025,0.6385542168674702
1026,0.734939759036145
1027,0.8313253012048196
1028,0.6867469879518076
1029,0.6265060240963856
1030,0.746987951807229
1031,0.6626506024096388
1032,0.6746987951807228
1033,0.6024096385542168
1034,0.4819277108433739
1035,0.4457831325301206
1036,0.5060240963855426
1037,0.6626506024096388
1038,0.5301204819277112
1039,0.6385542168674702
1040,0.9397590361445786
1041,0.6987951807228916
1042,0.6385542168674702
1043,0.5903614457831328
1044,0.6746987951807228
1045,0.6265060240963856
1046,0.6144578313253014
1047,0.8313253012048196
1048,0.566265060240964
1049,0.566265060240964
1050,0.8313253012048196
1051,0.2771084337349397
1052,0.9156626506024098
1053,0.6987951807228916
1054,0.3975903614457832
1055,0.3975903614457832
1056,0.493975903614458
1057,0.4216867469879519
1058,0.4698795180722893
1059,0.493975903614458
1060,0.4096385542168678
1061,0.493975903614458
1062,0.6024096385542168
1063,0.5060240963855426
1064,0.5783132530120482
1065,0.5903614457831328
1066,0.7228915662650602
1067,0.2650602409638556
1068,0.2650602409638556
1069,0.6144578313253014
1070,0.4578313253012052
1071,0.4819277108433739
1072,0.7228915662650602
1073,0.6144578313253014
1074,0.4819277108433739
1075,0.7710843373493976
1076,0.4216867469879519
1077,0.566265060240964
1078,0.566265060240964
1079,0.253012048192771
1080,0.4337349397590365
1081,0.253012048192771
1082,0.746987951807229
1083,0.6385542168674702
1084,0.746987951807229
1085,0.3855421686746991
1086,0.6987951807228916
1087,0.5903614457831328
1088,0.2650602409638556
1089,0.2650602409638556
1090,0.21686746987951824
1091,0.6626506024096388
1092,0.7590361445783136
1093,0.6385542168674702
1094,0.6626506024096388
1095,0.4216867469879519
1096,0.6626506024096388
1097,0.4819277108433739
1098,0.4216867469879519
1099,0.4819277108433739
1100,0.3734939759036145
1101,0.6626506024096388
1102,0.7831325301204823
1103,0.6626506024096388
1104,0.5783132530120482
1105,0.734939759036145
1106,0.493975903614458
1107,0.566265060240964
1108,0.6746987951807228
1109,0.4457831325301206
1110,0.5421686746987954
1112,0.5903614457831328
1113,0.3855421686746991
1114,0.8313253012048196
1115,0.6987951807228916
1116,0.6987951807228916
1117,0.6987951807228916
1118,0.6024096385542168
1119,0.8674698795180724
1120,0.4819277108433739
1121,0.7710843373493976
1122,0.7831325301204823
1123,0.3855421686746991
1124,0.987951807228916
1125,0.4096385542168678
1126,0.7108433734939762
1127,0.8554216867469878
1128,0.5060240963855426
1129,0.493975903614458
1130,0.4578313253012052
1131,0.6265060240963856
1132,0.6987951807228916
1133,0.6867469879518076
1134,0.6024096385542168
1135,0.6987951807228916
1136,0.5060240963855426
1137,0.5060240963855426
1138,0.4096385542168678
1139,0.6506024096385542
1140,0.734939759036145
1141,0.566265060240964
1142,0.6024096385542168
1143,0.9759036144578314
1144,0.7590361445783136
1145,0.8795180722891566
1146,0.5783132530120482
1147,0.493975903614458
1148,0.7108433734939762
1149,0.5180722891566266
1150,0.6024096385542168
1151,0.7951807228915664
1152,0.4216867469879519
1153,0.5180722891566266
1154,0.9518072289156626
1155,0.4216867469879519
1156,0.6385542168674702
1157,0.7951807228915664
1158,0.746987951807229
1159,0.4337349397590365
1160,0.4096385542168678
1161,0.493975903614458
1162,0.4096385542168678
1163,0.5903614457831328
1164,0.5903614457831328
1165,0.253012048192771
1166,0.16867469879518085
1167,0.6265060240963856
1168,0.493975903614458
1169,0.6265060240963856
1170,0.4819277108433739
1171,0.746987951807229
1172,0.566265060240964
1173,0.7951807228915664
1174,0.7951807228915664
1175,0.9759036144578314
1176,0.9397590361445786
1177,0.6626506024096388
1179,0.566265060240964
1180,0.566265060240964
1181,0.4698795180722893
1182,0.6987951807228916
1183,0.5903614457831328
1184,0.6746987951807228
1185,0.6385542168674702
1186,0.8674698795180724
1187,0.6385542168674702
1188,0.6746987951807228
1189,0.6024096385542168
1190,0.5783132530120482
1191,0.9156626506024098
1192,0.8674698795180724
1193,0.9156626506024098
1194,0.5060240963855426
1195,0.8674698795180724
1196,0.493975903614458
1197,0.4337349397590365
1198,0.4216867469879519
1199,0.493975903614458
1200,0.4337349397590365
1201,0.566265060240964
1202,0.6626506024096388
1203,0.4096385542168678
1204,0.7228915662650602
1205,0.7228915662650602
1206,0.7228915662650602
1207,0.6626506024096388
1208,0.7228915662650602
1209,0.7831325301204823
1210,0.6626506024096388
1211,0.6265060240963856
1212,0.6626506024096388
1213,0.4216867469879519
1214,0.3614457831325304
1215,0.5542168674698794
1216,0.5903614457831328
1217,0.5180722891566266
1218,0.5301204819277112
1219,0.4819277108433739
1220,0.5783132530120482
1221,0.5783132530120482
1222,0.5542168674698794
1223,0.5180722891566266
1224,0.3253012048192771
1225,0.4216867469879519
1226,0.2650602409638556
1227,0.566265060240964
1229,0.7228915662650602
1230,0.6867469879518076
1231,0.6987951807228916
1232,0.7228915662650602
1233,0.5180722891566266
1234,0.7108433734939762
1235,0.6024096385542168
1236,0.5542168674698794
1237,0.7108433734939762
1238,0.6987951807228916
1239,0.7831325301204823
1240,0.3614457831325304
1241,0.4337349397590365
1242,0.5060240963855426
1243,0.6867469879518076
1244,0.6385542168674702
1245,0.8313253012048196
1246,0.3855421686746991
1247,0.8313253012048196
1248,0.734939759036145
1249,0.7228915662650602
1250,0.7228915662650602
1251,0.5783132530120482
1252,0.7831325301204823
1253,0.7590361445783136
1254,0.7228915662650602
1255,0.807228915662651
1256,0.3614457831325304
1257,0.6265060240963856
1258,0.7710843373493976
1259,0.7710843373493976
1260,0.2650602409638556
1261,0.9518072289156626
1262,0.4216867469879519
1263,0.6867469879518076
1264,0.6987951807228916
1265,0.6987951807228916
1266,0.6987951807228916
1267,0.3614457831325304
1268,0.807228915662651
1269,0.8433734939759038
1271,0.6987951807228916
1272,0.8433734939759038
1273,0.3614457831325304
1274,0.5301204819277112
1275,0.5301204819277112
1276,0.5783132530120482
1277,0.6626506024096388
1278,0.5301204819277112
1279,0.4096385542168678
1280,0.6867469879518076
1281,0.6867469879518076
1282,0.6385542168674702
1283,0.5542168674698794
1284,0.7108433734939762
1285,0.4216867469879519
1286,0.6626506024096388
1287,0.5060240963855426
